SPEC,COMMONNAME,SCINAME,SPEC6,Order,Family,Subfamily
OBQD,Olive-backed Quail-Dove,Geotrygon veraguensis,GEOVEG,Columbiformes,Columbidae,
OCAW,Olive-capped Warbler,Setophaga pityophila,SETPIP,Passeriformes,Parulidae,
OCYE,Olive-crowned Yellowthroat,Geothlypis semiflava,GEOSEM,Passeriformes,Parulidae,
OSFL,Olive-sided Flycatcher,Contopus cooperi,CONCOO,Passeriformes,Tyrannidae,Fluvicolinae
OSTF,Olive-striped Flycatcher,Mionectes olivaceus,MIOOLI,Passeriformes,Tyrannidae,Elaeniinae
OTPA,Olive-throated Parakeet,Aratinga nana,ARANAN,Psittaciformes,Psittacidae,Arinae
OLOM,Olomao,Myadestes lanaiensis,MYALAN,Passeriformes,Turdidae,
OMAO,Omao,Myadestes obscurus,MYAOBS,Passeriformes,Turdidae,
OCBE,One-colored Becard,Pachyramphus homochrous,PACHOM,Passeriformes,Tityridae,
ORBI,Orange Bishop,Euplectes franciscanus,EUPFRA,Passeriformes,Ploceidae,Ploceinae
ORAO,Orange Oriole,Icterus auratus,ICTAUT,Passeriformes,Icteridae,
OBEE,Orange-bellied Euphonia,Euphonia xanthogaster,EUPXAN,Passeriformes,Fringillidae,Euphoniinae
OBTR,Orange-bellied Trogon,Trogon aurantiiventris,TROAUR,Trogoniformes,Trogonidae,Trogoninae
OBNT,Orange-billed Nightingale-Thrush,Catharus aurantiirostris,CATAUN,Passeriformes,Turdidae,
OBSP,Orange-billed Sparrow,Arremon aurantiirostris,ARRAUR,Passeriformes,Emberizidae,
OBBU,Orange-breasted Bunting,Passerina leclancherii,PASLEC,Passeriformes,Cardinalidae,
OBFA,Orange-breasted Falcon,Falco deiroleucus,FALDEI,Falconiformes,Falconidae,Falconinae
OCHW,Orange-cheeked Waxbill,Estrilda melpoda,ESTMEL,Passeriformes,Estrildidae,
OCPA,Orange-chinned Parakeet,Brotogeris jugularis,BROJUG,Psittaciformes,Psittacidae,Arinae
OCMA,Orange-collared Manakin,Manacus aurantiacus,MANAUR,Passeriformes,Pipridae,
OCOR,Orange-crowned Oriole,Icterus auricapillus,ICTAUC,Passeriformes,Icteridae,
OCWA,Orange-crowned Warbler,Oreothlypis celata,ORECEL,Passeriformes,Parulidae,
OFPA,Orange-fronted Parakeet,Aratinga canicularis,ARACAN,Psittaciformes,Psittacidae,Arinae
ORAN,Orangequit,Euneornis campestris,EUNCAM,Passeriformes,Emberizidae,
OROR,Orchard Oriole,Icterus spurius,ICTSPU,Passeriformes,Icteridae,
ORJU,Oregon Junco,Junco h. oregonus,JUNHOR,Passeriformes,Emberizidae,
ORCU,Oriental Cuckoo,Cuculus optatus,CUCOPT,Cuculiformes,Cuculidae,Cuculinae
ORGR,Oriental Greenfinch,Chloris sinica,CHLSIN,Passeriformes,Fringillidae,Carduelinae
ORPR,Oriental Pratincole,Glareola maldivarum,GLAMAL,Charadriiformes,Glareolidae,Glareolinae
ORSO,Oriental Scops-Owl,Otus sunia,OTUSUN,Strigiformes,Strigidae,
ORTD,Oriental Turtle-Dove,Streptopelia orientalis,STRORI,Columbiformes,Columbidae,
ORWA,Oriente Warbler,Teretistris fornsi,TERFOR,Passeriformes,Parulidae,
ORGO,Orinoco Goose,Neochen jubata,NEOJUB,Anseriformes,Anatidae,Tadorninae
ORHE,Ornate Hawk-Eagle,Spizaetus ornatus,SPIORN,Accipitriformes,Accipitridae,Accipitrinae
OSPR,Osprey,Pandion haliaetus,PANHAL,Accipitriformes,Pandionidae,
OU,Ou,Psittirostra psittacea,PSIPSI,Passeriformes,Fringillidae,Drepanidinae
OVEN,Ovenbird,Seiurus aurocapilla,SEIAUR,Passeriformes,Parulidae,
PAAN,Pacific Antwren,Myrmotherula pacifica,MYRPAC,Passeriformes,Thamnophilidae,
PAGP,Pacific Golden-Plover,Pluvialis fulva,PLUFUL,Charadriiformes,Charadriidae,Charadriinae
PALO,Pacific Loon,Gavia pacifica,GAVPAC,Gaviiformes,Gaviidae,
PACP,Pacific Parakeet,Aratinga strenua,ARASTR,Psittaciformes,Psittacidae,Arinae
PASO,Pacific Screech-Owl,Megascops cooperi,MEGCOO,Strigiformes,Strigidae,
PAWR,Pacific Wren,Troglodytes pacificus,TROPAC,Passeriformes,Troglodytidae,
PSFL,Pacific-slope Flycatcher,Empidonax difficilis,EMPDIF,Passeriformes,Tyrannidae,Fluvicolinae
PBCR,Paint-billed Crake,Neocrex erythrops,NEOERY,Gruiformes,Rallidae,
PABU,Painted Bunting,Passerina ciris,PASCIR,Passeriformes,Cardinalidae,
PAIP,Painted Parakeet,Pyrrhura picta,PYRPIC,Psittaciformes,Psittacidae,Arinae
PARE,Painted Redstart,Myioborus pictus,MYIPIC,Passeriformes,Parulidae,
PBHE,Pale-bellied Hermit,Phaethornis anthophilus,PHAANT,Apodiformes,Trochilidae,Phaethornithinae
PBIW,Pale-billed Woodpecker,Campephilus guatemalensis,CAMGUA,Piciformes,Picidae,Picinae
PBSP,Pale-breasted Spinetail,Synallaxis albescens,SYNALB,Passeriformes,Furnariidae,Furnariinae
PEPT,Pale-eyed Pygmy-Tyrant,Lophotriccus pilaris,LOPPIR,Passeriformes,Tyrannidae,Platyrinchinae
PVPI,Pale-vented Pigeon,Patagioenas cayennensis,PATCAY,Columbiformes,Columbidae,
PVTH,Pale-vented Thrush,Turdus obsoletus,TUROBL,Passeriformes,Turdidae,
PALI,Palila,Loxioides bailleui,LOXBAI,Passeriformes,Fringillidae,Drepanidinae
PALB,Pallas's Bunting,Emberiza pallasi,EMBPAL,Passeriformes,Emberizidae,
PALW,Pallas's Leaf-Warbler,Phylloscopus proregulus,PHYPRO,Passeriformes,Phylloscopidae,
PACR,Palm Crow,Corvus palmarum,CORPAL,Passeriformes,Corvidae,
PALT,Palm Tanager,Thraupis palmarum,THRPAL,Passeriformes,Thraupidae,
PAWA,Palm Warbler,Setophaga palmarum,SETPAL,Passeriformes,Parulidae,
PALM,Palmchat,Dulus dominicus,DULDOM,Passeriformes,Dulidae,
PATY,Paltry Tyrannulet,Zimmerius vilissimus,ZIMVIL,Passeriformes,Tyrannidae,Elaeniinae
PAFL,Panama Flycatcher,Myiarchus panamensis,MYIPAN,Passeriformes,Tyrannidae,Tyranninae
PAAU,Parakeet Auklet,Aethia psittacula,AETPSI,Charadriiformes,Alcidae,
PAJA,Parasitic Jaeger,Stercorarius parasiticus,STEPAS,Charadriiformes,Stercorariidae,
PAPE,Parkinson's Petrel,Procellaria parkinsoni,PROPAR,Procellariiformes,Procellariidae,
PAPI,Passenger Pigeon,Ectopistes migratorius,ECTMIG,Columbiformes,Columbidae,
PAST,Passerini's Tanager,Ramphocelus passerinii,RAMPAS,Passeriformes,Thraupidae,
PEKI,Pearl Kite,Gampsonyx swainsonii,GAMSWA,Accipitriformes,Accipitridae,Accipitrinae
PBCU,Pearly-breasted Cuckoo,Coccyzus euleri,COCEUL,Cuculiformes,Cuculidae,Cuculinae
PETH,Pearly-eyed Thrasher,Margarops fuscatus,MARFUS,Passeriformes,Mimidae,
PEPI,Pechora Pipit,Anthus gustavi,ANTGUS,Passeriformes,Motacillidae,
PESA,Pectoral Sandpiper,Calidris melanotos,CALMET,Charadriiformes,Scolopacidae,Scolopacinae
PBFI,Peg-billed Finch,Acanthidops bairdi,ACABAI,Passeriformes,Emberizidae,
PECO,Pelagic Cormorant,Phalacrocorax pelagicus,PHAPEL,Suliformes,Phalacrocoracidae,
PEFA,Peregrine Falcon,Falco peregrinus,FALPER,Falconiformes,Falconidae,Falconinae
PEBO,Peruvian Booby,Sula variegata,SULVAR,Suliformes,Sulidae,
PHAI,Phainopepla,Phainopepla nitens,PHANIT,Passeriformes,Ptilogonatidae,
PHCU,Pheasant Cuckoo,Dromococcyx phasianellus,DROPHA,Cuculiformes,Cuculidae,Neomorphinae
PHVI,Philadelphia Vireo,Vireo philadelphicus,VIRPHI,Passeriformes,Vireonidae,
PIPU,Pied Puffbird,Notharchus tectus,NOTTEC,Piciformes,Bucconidae,
PIWT,Pied Water-Tyrant,Fluvicola pica,FLUPIC,Passeriformes,Tyrannidae,Fluvicolinae
PBGR,Pied-billed Grebe,Podilymbus podiceps,PODPOD,Podicipediformes,Podicipedidae,
PIGU,Pigeon Guillemot,Cepphus columba,CEPCOL,Charadriiformes,Alcidae,
PILF,Pileated Flycatcher,Xenotriccus mexicanus,XENMEX,Passeriformes,Tyrannidae,Fluvicolinae
PIWO,Pileated Woodpecker,Dryocopus pileatus,DRYPIL,Piciformes,Picidae,Picinae
PIBU,Pine Bunting,Emberiza leucocephalos,EMBLEU,Passeriformes,Emberizidae,
PINF,Pine Flycatcher,Empidonax affinis,EMPAFF,Passeriformes,Tyrannidae,Fluvicolinae
PIGR,Pine Grosbeak,Pinicola enucleator,PINENU,Passeriformes,Fringillidae,Carduelinae
PISI,Pine Siskin,Spinus pinus,SPIPIN,Passeriformes,Fringillidae,Carduelinae
PIWA,Pine Warbler,Setophaga pinus,SETPIN,Passeriformes,Parulidae,
PFGO,Pink-footed Goose,Anser brachyrhynchus,ANSBRA,Anseriformes,Anatidae,Anserinae
PFSH,Pink-footed Shearwater,Puffinus creatopus,PUFCRE,Procellariiformes,Procellariidae,
PHWA,Pink-headed Warbler,Cardellina versicolor,CARVER,Passeriformes,Parulidae,
PIBI,Pinnated Bittern,Botaurus pinnatus,BOTPIN,Pelecaniformes,Ardeidae,
PTSN,Pin-tailed Snipe,Gallinago stenura,GALSTE,Charadriiformes,Scolopacidae,Scolopacinae
PTWH,Pin-tailed Whydah,Vidua macroura,VIDMAC,Passeriformes,Viduidae,
PIJA,Pinyon Jay,Gymnorhinus cyanocephalus,GYMCYA,Passeriformes,Corvidae,
PIPL,Piping Plover,Charadrius melodus,CHAMEL,Charadriiformes,Charadriidae,Charadriinae
PIFL,Piratic Flycatcher,Legatus leucophaius,LEGLEU,Passeriformes,Tyrannidae,Tyranninae
PIBT,Pirre Bush-Tanager,Chlorospingus inornatus,CHLINO,Passeriformes,Emberizidae,
PIHU,Pirre Hummingbird,Goethalsia bella,GOEBEL,Apodiformes,Trochilidae,Trochilinae
PIRW,Pirre Warbler,Basileuterus ignotus,BASIGN,Passeriformes,Parulidae,
PLAN,Plain Antvireo,Dysithamnus mentalis,DYSMEN,Passeriformes,Thamnophilidae,
PLCH,Plain Chachalaca,Ortalis vetula,ORTVET,Galliformes,Cracidae,
PLAP,Plain Pigeon,Patagioenas inornata,PATINO,Columbiformes,Columbidae,
PLWR,Plain Wren,Cantorchilus modestus,CANMOD,Passeriformes,Troglodytidae,
PLXE,Plain Xenops,Xenops minutus,XENMIT,Passeriformes,Furnariidae,Furnariinae
PBGD,Plain-breasted Ground-Dove,Columbina minuta,COLMIN,Columbiformes,Columbidae,
PBRW,Plain-brown Woodcreeper,Dendrocincla fuliginosa,DECFUL,Passeriformes,Furnariidae,Dendrocolaptinae
PCST,Plain-capped Starthroat,Heliomaster constantii,HELCON,Apodiformes,Trochilidae,Trochilinae
PCTA,Plain-colored Tanager,Tangara inornata,TANINO,Passeriformes,Thraupidae,
PLHA,Plumbeous Hawk,Cryptoleucopteryx plumbea,CRYPLU,Accipitriformes,Accipitridae,Accipitrinae
PLKI,Plumbeous Kite,Ictinia plumbea,ICTPLU,Accipitriformes,Accipitridae,Accipitrinae
PLUP,Plumbeous Pigeon,Patagioenas plumbea,PATPLU,Columbiformes,Columbidae,
PLVI,Plumbeous Vireo,Vireo plumbeus,VIRPLU,Passeriformes,Vireonidae,
PLWA,Plumbeous Warbler,Setophaga plumbea,SETPLU,Passeriformes,Parulidae,
POJA,Pomarine Jaeger,Stercorarius pomarinus,STEPOM,Charadriiformes,Stercorariidae,
POUL,Poo-uli,Melamprosops phaeosoma,MELPHA,Passeriformes,Fringillidae,Drepanidinae
PRFA,Prairie Falcon,Falco mexicanus,FALMEX,Falconiformes,Falconidae,Falconinae
PRAW,Prairie Warbler,Setophaga discolor,SETDIS,Passeriformes,Parulidae,
PRGS,Prevost's Ground-Sparrow,Melozone biarcuata,MELBIA,Passeriformes,Emberizidae,
PBBA,Prong-billed Barbet,Semnornis frantzii,SEMFRA,Piciformes,Semnornithidae,
PROW,Prothonotary Warbler,Protonotaria citrea,PROCIT,Passeriformes,Parulidae,
PUAI,Puaiohi,Myadestes palmeri,MYAPAL,Passeriformes,Turdidae,
PRBU,Puerto Rican Bullfinch,Loxigilla portoricensis,LOXPOR,Passeriformes,Emberizidae,
PREM,Puerto Rican Emerald,Chlorostilbon maugaeus,CHLMAU,Apodiformes,Trochilidae,Trochilinae
PRFL,Puerto Rican Flycatcher,Myiarchus antillarum,MYIANT,Passeriformes,Tyrannidae,Tyranninae
PRLC,Puerto Rican Lizard-Cuckoo,Coccyzus vieilloti,COCVIE,Cuculiformes,Cuculidae,Cuculinae
PRNI,Puerto Rican Nightjar,Antrostomus noctitherus,ANTNOC,Caprimulgiformes,Caprimulgidae,Caprimulginae
PROR,Puerto Rican Oriole,Icterus portoricensis,ICTPOR,Passeriformes,Icteridae,
PRPA,Puerto Rican Parrot,Amazona vittata,AMAVIT,Psittaciformes,Psittacidae,Arinae
PRSO,Puerto Rican Screech-Owl,Megascops nudipes,MEGNUD,Strigiformes,Strigidae,
PRSP,Puerto Rican Spindalis,Spindalis portoricensis,SPIPOR,Passeriformes,Thraupidae,
PRTA,Puerto Rican Tanager,Nesospingus speculiferus,NESSPE,Passeriformes,Thraupidae,
PRTO,Puerto Rican Tody,Todus mexicanus,TODMEX,Coraciiformes,Todidae,
PRVI,Puerto Rican Vireo,Vireo latimeri,VIRLAT,Passeriformes,Vireonidae,
PRWO,Puerto Rican Woodpecker,Melanerpes portoricensis,MELPOR,Piciformes,Picidae,Picinae
PSWS,Puget Sound White-crowned Sparrow,Zonotrichia l. pugetensis,ZONLPU,Passeriformes,Emberizidae,
PUFI,Purple Finch,Haemorhous purpureus,HAEPUR,Passeriformes,Fringillidae,Carduelinae
PUGA,Purple Gallinule,Porphyrio martinicus,PORMAR,Gruiformes,Rallidae,
PUHE,Purple Heron,Ardea purpurea,ARDPUR,Pelecaniformes,Ardeidae,
PUHO,Purple Honeycreeper,Cyanerpes caeruleus,CYACAE,Passeriformes,Thraupidae,
PUMA,Purple Martin,Progne subis,PROSUB,Passeriformes,Hirundinidae,Hirundininae
PUSA,Purple Sandpiper,Calidris maritima,CALMAR,Charadriiformes,Scolopacidae,Scolopacinae
PCFA,Purple-crowned Fairy,Heliothryx barroti,HELBAR,Apodiformes,Trochilidae,Trochilinae
PTCA,Purple-throated Carib,Eulampis jugularis,EULJUG,Apodiformes,Trochilidae,Trochilinae
PTFR,Purple-throated Fruitcrow,Querula purpurata,QUEPUR,Passeriformes,Cotingidae,
PTMG,Purple-throated Mountain-gem,Lampornis calolaemus,LAMCAL,Apodiformes,Trochilidae,Trochilinae
PTWO,Purple-throated Woodstar,Calliphlox mitchellii,CALMIT,Apodiformes,Trochilidae,Trochilinae
PBJA,Purplish-backed Jay,Cyanocorax beecheii,CYABEE,Passeriformes,Corvidae,
PBQD,Purplish-backed Quail-Dove,Geotrygon lawrencii,GEOLAW,Columbiformes,Columbidae,
PYNU,Pygmy Nuthatch,Sitta pygmaea,SITPYG,Passeriformes,Sittidae,Sittinae
PYRR,Pyrrhuloxia,Cardinalis sinuatus,CARSIN,Passeriformes,Cardinalidae,
RAZO,Razorbill,Alca torda,ALCTOR,Charadriiformes,Alcidae,
REAV,Red Avadavat,Amandava amandava,AMAAMN,Passeriformes,Estrildidae,
RECR,Red Crossbill,Loxia curvirostra,LOXCUR,Passeriformes,Fringillidae,Carduelinae
REJU,Red Junglefowl,Gallus gallus,GALGAS,Galliformes,Phasianidae,Phasianinae
REKN,Red Knot,Calidris canutus,CALCAN,Charadriiformes,Scolopacidae,Scolopacinae
REPH,Red Phalarope,Phalaropus fulicarius,PHAFUL,Charadriiformes,Scolopacidae,Phalaropodinae
RESI,Red Siskin,Spinus cucullatus,SPICUC,Passeriformes,Fringillidae,Carduelinae
REWA,Red Warbler,Cardellina rubra,CARRUA,Passeriformes,Parulidae,
RAGM,Red-and-green Macaw,Ara chloropterus,ARACHS,Psittaciformes,Psittacidae,Arinae
RBWO,Red-bellied Woodpecker,Melanerpes carolinus,MELCAR,Piciformes,Picidae,Picinae
RBLE,Red-billed Leiothrix,Leiothrix lutea,LEILUT,Passeriformes,Timaliidae,
RBPI,Red-billed Pigeon,Patagioenas flavirostris,PATFLA,Columbiformes,Columbidae,
RBSC,Red-billed Scythebill,Campylorhamphus trochilirostris,CAMTRO,Passeriformes,Furnariidae,Dendrocolaptinae
RBTR,Red-billed Tropicbird,Phaethon aethereus,PHAAET,Phaethontiformes,Phaethontidae,
RBBL,Red-breasted Blackbird,Sturnella militaris,STUMIL,Passeriformes,Icteridae,
RBRC,Red-breasted Chat,Granatellus venustus,GRAVEN,Passeriformes,Cardinalidae,
RBME,Red-breasted Merganser,Mergus serrator,MERSER,Anseriformes,Anatidae,Anatinae
RBNU,Red-breasted Nuthatch,Sitta canadensis,SITCAN,Passeriformes,Sittidae,Sittinae
RBSA,Red-breasted Sapsucker,Sphyrapicus ruber,SPHRUB,Piciformes,Picidae,Picinae
RCMA,Red-capped Manakin,Pipra mentalis,PIPMEN,Passeriformes,Pipridae,
RCCO,Red-cheeked Cordonbleu,Uraeginthus bengalus,URABEN,Passeriformes,Estrildidae,
RCWO,Red-cockaded Woodpecker,Picoides borealis,PICBOR,Piciformes,Picidae,Picinae
RCCA,Red-crested Cardinal,Paroaria coronata,PARCOR,Passeriformes,Thraupidae,
RCAT,Red-crowned Ant-Tanager,Habia rubica,HABRUB,Passeriformes,Cardinalidae,
RCPA,Red-crowned Parrot,Amazona viridigenalis,AMAVIG,Psittaciformes,Psittacidae,Arinae
RCRW,Red-crowned Woodpecker,Melanerpes rubricapillus,MELRUB,Piciformes,Picidae,Picinae
REEG,Reddish Egret,Egretta rufescens,EGRRUF,Pelecaniformes,Ardeidae,
REVI,Red-eyed Vireo,Vireo olivaceus,VIROLI,Passeriformes,Vireonidae,
RFCO,Red-faced Cormorant,Phalacrocorax urile,PHAURI,Suliformes,Phalacrocoracidae,
RFSP,Red-faced Spinetail,Cranioleuca erythrops,CRAERY,Passeriformes,Furnariidae,Furnariinae
RFWA,Red-faced Warbler,Cardellina rubrifrons,CARRUF,Passeriformes,Parulidae,
RFBL,Red-flanked Bluetail,Tarsiger cyanurus,TARCYA,Passeriformes,Muscicapidae,
RFBO,Red-footed Booby,Sula sula,SULSUL,Suliformes,Sulidae,
RFFA,Red-footed Falcon,Falco vespertinus,FALVES,Falconiformes,Falconidae,Falconinae
RFPA,Red-fronted Parrotlet,Touit costaricensis,TOUCOS,Psittaciformes,Psittacidae,Arinae
REDH,Redhead,Aythya americana,AYTAME,Anseriformes,Anatidae,Anatinae
RHBA,Red-headed Barbet,Eubucco bourcierii,EUBBOU,Piciformes,Capitonidae,
RHTA,Red-headed Tanager,Piranga erythrocephala,PIRERY,Passeriformes,Cardinalidae,
RHWO,Red-headed Woodpecker,Melanerpes erythrocephalus,MELERY,Piciformes,Picidae,Picinae
RLHO,Red-legged Honeycreeper,Cyanerpes cyaneus,CYACYU,Passeriformes,Thraupidae,
RLKI,Red-legged Kittiwake,Rissa brevirostris,RISBRE,Charadriiformes,Laridae,Larinae
RLTH,Red-legged Thrush,Turdus plumbeus,TURPLU,Passeriformes,Turdidae,
RLPA,Red-lored Parrot,Amazona autumnalis,AMAAUT,Psittaciformes,Psittacidae,Arinae
RNSA,Red-naped Sapsucker,Sphyrapicus nuchalis,SPHNUC,Piciformes,Picidae,Picinae
RRSH,Red-naped X Red-breasted Saps. Hybrid,Sphyrapicus nuchalis x ruber,SPHNUR,Piciformes,Picidae,Picinae
RNGR,Red-necked Grebe,Podiceps grisegena,PODGRI,Podicipediformes,Podicipedidae,
RNPA,Red-necked Parrot,Amazona arausiaca,AMAARA,Psittaciformes,Psittacidae,Arinae
RNPH,Red-necked Phalarope,Phalaropus lobatus,PHALOB,Charadriiformes,Scolopacidae,Phalaropodinae
RNST,Red-necked Stint,Calidris ruficollis,CALRUF,Charadriiformes,Scolopacidae,Scolopacinae
RRWO,Red-rumped Woodpecker,Veniliornis kirkii,VENKIR,Piciformes,Picidae,Picinae
RSFL,Red-shafted Flicker,Colaptes a. cafer,COLACA,Piciformes,Picidae,Picinae
RSBL,Red-shouldered Blackbird,Agelaius assimilis,AGEASS,Passeriformes,Icteridae,
RSHA,Red-shouldered Hawk,Buteo lineatus,BUTLIN,Accipitriformes,Accipitridae,Accipitrinae
RTHA,Red-tailed Hawk,Buteo jamaicensis,BUTJAM,Accipitriformes,Accipitridae,Accipitrinae
RTTR,Red-tailed Tropicbird,Phaethon rubricauda,PHARUB,Phaethontiformes,Phaethontidae,
RTAT,Red-throated Ant-Tanager,Habia fuscicauda,HABFUS,Passeriformes,Cardinalidae,
RTCA,Red-throated Caracara,Ibycter americanus,IBYAME,Falconiformes,Falconidae,Caracarinae
RTLO,Red-throated Loon,Gavia stellata,GAVSTE,Gaviiformes,Gaviidae,
RTPI,Red-throated Pipit,Anthus cervinus,ANTCER,Passeriformes,Motacillidae,
RVBU,Red-vented Bulbul,Pycnonotus cafer,PYCCAF,Passeriformes,Pycnonotidae,
RWBU,Red-whiskered Bulbul,Pycnonotus jocosus,PYCJOC,Passeriformes,Pycnonotidae,
REDW,Redwing,Turdus iliacus,TURILI,Passeriformes,Turdidae,
RWBL,Red-winged Blackbird,Agelaius phoeniceus,AGEPHO,Passeriformes,Icteridae,
REBU,Reed Bunting,Emberiza schoeniclus,EMBSCH,Passeriformes,Emberizidae,
REQU,Resplendent Quetzal,Pharomachrus mocinno,PHAMOC,Trogoniformes,Trogonidae,Trogoninae
RHAU,Rhinoceros Auklet,Cerorhinca monocerata,CERMON,Charadriiformes,Alcidae,
RIHA,Ridgway's Hawk,Buteo ridgwayi,BUTRID,Accipitriformes,Accipitridae,Accipitrinae
RBGU,Ring-billed Gull,Larus delawarensis,LARDEL,Charadriiformes,Laridae,Larinae
RIKI,Ringed Kingfisher,Megaceryle torquata,MEGTOR,Coraciiformes,Alcedinidae,Cerylinae
RISP,Ringed Storm-Petrel,Oceanodroma hornbyi,OCEHOR,Procellariiformes,Hydrobatidae,
RNDU,Ring-necked Duck,Aythya collaris,AYTCOL,Anseriformes,Anatidae,Anatinae
RNEP,Ring-necked Pheasant,Phasianus colchicus,PHACOL,Galliformes,Phasianidae,Phasianinae
RTAP,Ring-tailed Pigeon,Patagioenas caribaea,PATCAR,Columbiformes,Columbidae,
RIWR,Riverside Wren,Cantorchilus semibadius,CANSEM,Passeriformes,Troglodytidae,
ROHA,Roadside Hawk,Buteo magnirostris,BUTMAG,Accipitriformes,Accipitridae,Accipitrinae
ROPI,Rock Pigeon,Columba livia,COLLIV,Columbiformes,Columbidae,
ROPT,Rock Ptarmigan,Lagopus muta,LAGMUT,Galliformes,Phasianidae,Tetraoninae
ROSA,Rock Sandpiper,Calidris ptilocnemis,CALPTI,Charadriiformes,Scolopacidae,Scolopacinae
ROWR,Rock Wren,Salpinctes obsoletus,SALOBS,Passeriformes,Troglodytidae,
ROSP,Roseate Spoonbill,Platalea ajaja,PLAAJA,Pelecaniformes,Threskiornithidae,Plataleinae
ROST,Roseate Tern,Sterna dougallii,STEDOU,Charadriiformes,Laridae,Sterninae
RBBU,Rose-bellied Bunting,Passerina rositae,PASROS,Passeriformes,Cardinalidae,
RBGR,Rose-breasted Grosbeak,Pheucticus ludovicianus,PHELUD,Passeriformes,Cardinalidae,
RRPA,Rose-ringed Parakeet,Psittacula krameri,PSIKRA,Psittaciformes,Psittacidae,Psittacinae
RTBE,Rose-throated Becard,Pachyramphus aglaiae,PACAGL,Passeriformes,Tityridae,
RTTA,Rose-throated Tanager,Piranga roseogularis,PIRROS,Passeriformes,Cardinalidae,
ROGO,Ross's Goose,Chen rossii,CHEROS,Anseriformes,Anatidae,Anserinae
ROGU,Ross's Gull,Rhodostethia rosea,RHSROS,Charadriiformes,Laridae,Larinae
ROTT,Rosy Thrush-Tanager,Rhodinocichla rosea,RHNROS,Passeriformes,Thraupidae,
RLHA,Rough-legged Hawk,Buteo lagopus,BUTLAG,Accipitriformes,Accipitridae,Accipitrinae
RLTY,Rough-legged Tyrannulet,Phyllomyias burmeisteri,PHYBUR,Passeriformes,Tyrannidae,Elaeniinae
ROFL,Royal Flycatcher,Onychorhynchus coronatus,ONYCOR,Passeriformes,Tyrannidae,Fluvicolinae
ROYT,Royal Tern,Thalasseus maximus,THAMAX,Charadriiformes,Laridae,Sterninae
RCKI,Ruby-crowned Kinglet,Regulus calendula,REGCAL,Passeriformes,Regulidae,
RTHU,Ruby-throated Hummingbird,Archilochus colubris,ARCCOL,Apodiformes,Trochilidae,Trochilinae
RTOH,Ruby-topaz Hummingbird,Chrysolampis mosquitus,CHRMOS,Apodiformes,Trochilidae,Trochilinae
RUCR,Ruddy Crake,Laterallus ruber,LATRUB,Gruiformes,Rallidae,
RUDU,Ruddy Duck,Oxyura jamaicensis,OXYJAM,Anseriformes,Anatidae,Anatinae
RUFG,Ruddy Foliage-gleaner,Automolus rubiginosus,AUTRUB,Passeriformes,Furnariidae,Furnariinae
RUGD,Ruddy Ground-Dove,Columbina talpacoti,COLTAL,Columbiformes,Columbidae,
RUDP,Ruddy Pigeon,Patagioenas subvinacea,PATSUB,Columbiformes,Columbidae,
RUQD,Ruddy Quail-Dove,Geotrygon montana,GEOMON,Columbiformes,Columbidae,
RUTR,Ruddy Treerunner,Margarornis rubiginosus,MARRUB,Passeriformes,Furnariidae,Furnariinae
RUTU,Ruddy Turnstone,Arenaria interpres,AREINT,Charadriiformes,Scolopacidae,Scolopacinae
RUWO,Ruddy Woodcreeper,Dendrocincla homochroa,DENHOM,Passeriformes,Furnariidae,Dendrocolaptinae
RBSE,Ruddy-breasted Seedeater,Sporophila minuta,SPOMIN,Passeriformes,Emberizidae,
RCNT,Ruddy-capped Nightingale-Thrush,Catharus frantzii,CATFRA,Passeriformes,Turdidae,
RDTF,Ruddy-tailed Flycatcher,Terenotriccus erythrurus,TERERY,Passeriformes,Tyrannidae,Fluvicolinae
RTHE,Rufescent Tiger-Heron,Tigrisoma lineatum,TIGLIN,Pelecaniformes,Ardeidae,
RUFF,Ruff,Philomachus pugnax,PHIPUG,Charadriiformes,Scolopacidae,Scolopacinae
RUGR,Ruffed Grouse,Bonasa umbellus,BONUMB,Galliformes,Phasianidae,Tetraoninae
RUHU,Rufous Hummingbird,Selasphorus rufus,SELRUF,Apodiformes,Trochilidae,Trochilinae
RMOT,Rufous Motmot,Baryphthengus martii,BARMAR,Coraciiformes,Momotidae,
RMOU,Rufous Mourner,Rhytipterna holerythra,RHYHOL,Passeriformes,Tyrannidae,Tyranninae
RUNI,Rufous Nightjar,Antrostomus rufus,ANTRUF,Caprimulgiformes,Caprimulgidae,Caprimulginae
RUFP,Rufous Piha,Lipaugus unirufus,LIPUNI,Passeriformes,Cotingidae,
RUSA,Rufous Sabrewing,Campylopterus rufus,CAMRUS,Apodiformes,Trochilidae,Trochilinae
RAWW,Rufous-and-white Wren,Thryophilus rufalbus,THRRUL,Passeriformes,Troglodytidae,
RBRO,Rufous-backed Robin,Turdus rufopalliatus,TURRUP,Passeriformes,Turdidae,
RBEC,Rufous-bellied Chachalaca,Ortalis wagleri,ORTWAG,Galliformes,Cracidae,
RBAN,Rufous-breasted Antthrush,Formicarius rufipectus,FORRUF,Passeriformes,Formicariidae,
RBHE,Rufous-breasted Hermit,Glaucis hirsutus,GLAHIR,Apodiformes,Trochilidae,Phaethornithinae
RBRS,Rufous-breasted Spinetail,Synallaxis erythrothorax,SYNERY,Passeriformes,Furnariidae,Furnariinae
